#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Abcd3	Pex3	10090.ENSMUSP00000029770	10090.ENSMUSP00000019945	0	0	0	0	0.348	0.643	0.900	0.519	0.987
Abcd3	Pex13	10090.ENSMUSP00000029770	10090.ENSMUSP00000020523	0	0	0	0	0.274	0.175	0	0.785	0.860
Abcd3	Hsd17b4	10090.ENSMUSP00000029770	10090.ENSMUSP00000025385	0	0	0	0	0.376	0.127	0	0.574	0.747
Abcd3	Pex5l	10090.ENSMUSP00000029770	10090.ENSMUSP00000103861	0	0	0	0	0.272	0	0	0.635	0.723
Abcg1	Pparg	10090.ENSMUSP00000024829	10090.ENSMUSP00000000450	0	0	0	0	0	0.063	0	0.719	0.725
Abcg1	Srebf2	10090.ENSMUSP00000024829	10090.ENSMUSP00000023100	0	0	0	0	0	0	0	0.738	0.738
Abcg1	Mylip	10090.ENSMUSP00000024829	10090.ENSMUSP00000047403	0	0	0	0	0.112	0	0	0.653	0.678
Abcg1	Ldlr	10090.ENSMUSP00000024829	10090.ENSMUSP00000034713	0	0	0	0	0	0.093	0	0.746	0.760
Abcg1	Scarb1	10090.ENSMUSP00000024829	10090.ENSMUSP00000083242	0	0	0	0	0.060	0	0	0.913	0.915
Abcg2	Cdh1	10090.ENSMUSP00000031822	10090.ENSMUSP00000000312	0	0	0	0	0	0.049	0	0.604	0.607
Abcg2	Cd34	10090.ENSMUSP00000031822	10090.ENSMUSP00000016638	0	0	0	0	0	0	0	0.599	0.599
Abcg2	Egfr	10090.ENSMUSP00000031822	10090.ENSMUSP00000020329	0	0	0	0	0.101	0	0	0.596	0.621
Abcg2	Notch1	10090.ENSMUSP00000031822	10090.ENSMUSP00000028288	0	0	0	0	0	0.157	0	0.496	0.557
Abcg2	Itpkb	10090.ENSMUSP00000031822	10090.ENSMUSP00000069851	0	0	0	0	0	0	0	0.554	0.554
Abcg2	Spns2	10090.ENSMUSP00000031822	10090.ENSMUSP00000044418	0	0	0	0	0.061	0.045	0	0.542	0.554
Abcg2	Spp1	10090.ENSMUSP00000031822	10090.ENSMUSP00000108367	0	0	0	0	0.054	0	0	0.552	0.558
Abhd17a	Lyplal1	10090.ENSMUSP00000003436	10090.ENSMUSP00000048229	0	0	0	0	0	0	0	0.762	0.762
Abhd3	Mgll	10090.ENSMUSP00000002549	10090.ENSMUSP00000109215	0	0	0	0	0.099	0.151	0	0.538	0.615
Abhd3	Mettl26	10090.ENSMUSP00000002549	10090.ENSMUSP00000026827	0	0	0	0	0	0	0	0.624	0.624
Abhd3	Osbpl2	10090.ENSMUSP00000002549	10090.ENSMUSP00000046538	0	0	0	0	0.062	0	0	0.620	0.628
Abi2	Wasf1	10090.ENSMUSP00000058754	10090.ENSMUSP00000019975	0	0	0	0	0.193	0.813	0.900	0.783	0.996
Abi2	Nhsl1	10090.ENSMUSP00000058754	10090.ENSMUSP00000040799	0	0	0	0	0	0.442	0	0.309	0.598
Abi2	Vegfa	10090.ENSMUSP00000058754	10090.ENSMUSP00000115883	0	0	0	0	0	0	0.900	0	0.900
Abi2	Shb	10090.ENSMUSP00000058754	10090.ENSMUSP00000060433	0	0	0	0	0	0	0.900	0	0.900
Abi2	Ighg2c	10090.ENSMUSP00000058754	10090.ENSMUSP00000100212	0	0	0	0	0	0	0.900	0	0.900
Acaa1a	Timp2	10090.ENSMUSP00000042351	10090.ENSMUSP00000017610	0	0	0	0	0	0	0.900	0.070	0.903
Acaa1a	Ube2d1	10090.ENSMUSP00000042351	10090.ENSMUSP00000020085	0	0	0	0	0.061	0.065	0.900	0.060	0.906
Acaa1a	Pex13	10090.ENSMUSP00000042351	10090.ENSMUSP00000020523	0	0	0	0	0.065	0	0.900	0.389	0.937
Acaa1a	Eci1	10090.ENSMUSP00000042351	10090.ENSMUSP00000024946	0	0	0	0	0.191	0.263	0	0.366	0.589
Acaa1a	Hsd17b4	10090.ENSMUSP00000042351	10090.ENSMUSP00000025385	0	0	0	0	0.325	0.197	0.900	0.633	0.977
Acaa1a	Acadl	10090.ENSMUSP00000042351	10090.ENSMUSP00000027153	0	0	0	0	0.155	0	0.900	0.469	0.951
Acaa1a	Crat	10090.ENSMUSP00000042351	10090.ENSMUSP00000028207	0	0	0	0	0.450	0.085	0	0.302	0.619
Acaa1a	Acss1	10090.ENSMUSP00000042351	10090.ENSMUSP00000028944	0	0	0	0	0.136	0	0.800	0.129	0.836
Acaa1a	Hadh	10090.ENSMUSP00000042351	10090.ENSMUSP00000029610	0	0	0	0	0.202	0.354	0.900	0.656	0.979
Acaa1a	Nfkb1	10090.ENSMUSP00000042351	10090.ENSMUSP00000029812	0	0	0	0	0	0.045	0.900	0.101	0.906
Acaa1a	Hmgcl	10090.ENSMUSP00000042351	10090.ENSMUSP00000030432	0	0	0	0	0.181	0	0.900	0.507	0.956
Acaa1a	Qsox1	10090.ENSMUSP00000042351	10090.ENSMUSP00000035658	0	0	0	0	0	0	0.900	0.084	0.904
Acaa1a	Pex5l	10090.ENSMUSP00000042351	10090.ENSMUSP00000103861	0	0	0	0	0.121	0.268	0	0.417	0.592
Acaa1a	Zswim7	10090.ENSMUSP00000042351	10090.ENSMUSP00000072688	0	0	0	0	0	0	0	0.612	0.612
Acaa1a	Ech1	10090.ENSMUSP00000042351	10090.ENSMUSP00000066092	0	0	0	0	0.330	0.241	0	0.437	0.689
Acaa1a	Sptan1	10090.ENSMUSP00000042351	10090.ENSMUSP00000097797	0	0	0	0	0	0	0.900	0	0.900
Acaa1a	Ubc	10090.ENSMUSP00000042351	10090.ENSMUSP00000115578	0	0	0	0	0	0.088	0.900	0.059	0.906
Acaa1a	Acadm	10090.ENSMUSP00000042351	10090.ENSMUSP00000072483	0	0	0	0	0.155	0	0.900	0.540	0.957
Acadl	Mccc2	10090.ENSMUSP00000027153	10090.ENSMUSP00000022148	0	0	0	0	0.543	0	0	0.358	0.694
Acadl	Eci1	10090.ENSMUSP00000027153	10090.ENSMUSP00000024946	0	0	0	0	0.340	0.161	0	0.440	0.663
Acadl	Acsl3	10090.ENSMUSP00000027153	10090.ENSMUSP00000045291	0	0	0	0	0.139	0.092	0	0.506	0.580
Acadl	Hmgcl	10090.ENSMUSP00000027153	10090.ENSMUSP00000030432	0	0	0	0	0.110	0.049	0	0.554	0.590
Acadl	Ech1	10090.ENSMUSP00000027153	10090.ENSMUSP00000066092	0	0	0	0	0.285	0	0	0.462	0.599
Acadl	Echdc2	10090.ENSMUSP00000027153	10090.ENSMUSP00000051268	0	0	0	0	0.154	0.161	0	0.464	0.586
Acadl	Hadh	10090.ENSMUSP00000027153	10090.ENSMUSP00000029610	0	0	0	0	0.312	0	0	0.580	0.699
Acadl	Etfdh	10090.ENSMUSP00000027153	10090.ENSMUSP00000029386	0	0	0	0	0.470	0	0	0.721	0.846
Acadl	Acadm	10090.ENSMUSP00000027153	10090.ENSMUSP00000072483	0	0	0	0.790	0.510	0	0.800	0.820	0.915
Acadm	Pex3	10090.ENSMUSP00000072483	10090.ENSMUSP00000019945	0	0	0	0	0.541	0	0	0.099	0.569
Acadm	Mccc2	10090.ENSMUSP00000072483	10090.ENSMUSP00000022148	0	0	0	0	0.157	0	0.900	0.142	0.921
Acadm	Eci1	10090.ENSMUSP00000072483	10090.ENSMUSP00000024946	0	0	0	0	0.464	0.161	0	0.423	0.718
Acadm	Acss1	10090.ENSMUSP00000072483	10090.ENSMUSP00000028944	0	0	0	0	0.071	0	0.900	0.104	0.909
Acadm	Etfdh	10090.ENSMUSP00000072483	10090.ENSMUSP00000029386	0	0	0	0	0.538	0	0	0.615	0.814
Acadm	Hadh	10090.ENSMUSP00000072483	10090.ENSMUSP00000029610	0	0	0	0	0.405	0	0.800	0.666	0.956
Acadm	Hibadh	10090.ENSMUSP00000072483	10090.ENSMUSP00000031788	0	0	0	0	0.418	0	0.800	0.122	0.888
Acadm	Acsl3	10090.ENSMUSP00000072483	10090.ENSMUSP00000045291	0	0	0	0	0.139	0.092	0.900	0.340	0.941
Acadm	Ech1	10090.ENSMUSP00000072483	10090.ENSMUSP00000066092	0	0	0	0	0.534	0	0	0.532	0.773
Acadm	Cmbl	10090.ENSMUSP00000072483	10090.ENSMUSP00000070314	0	0	0	0	0.220	0	0	0.619	0.690
Acer2	Cers4	10090.ENSMUSP00000040048	10090.ENSMUSP00000008350	0	0	0	0	0	0.161	0	0.595	0.646
Acer2	Tmem8	10090.ENSMUSP00000040048	10090.ENSMUSP00000025010	0	0	0	0	0	0	0	0.647	0.647
Acer2	Sgpp2	10090.ENSMUSP00000040048	10090.ENSMUSP00000036656	0	0	0	0	0	0	0.900	0.393	0.936
Acer2	Smpd1	10090.ENSMUSP00000040048	10090.ENSMUSP00000042187	0	0	0	0	0	0	0.650	0.519	0.824
Acer2	Sgms1	10090.ENSMUSP00000040048	10090.ENSMUSP00000117336	0	0	0	0	0	0	0.900	0.459	0.943
Acer2	Sphk2	10090.ENSMUSP00000040048	10090.ENSMUSP00000072615	0	0	0	0	0	0.120	0.900	0.552	0.957
Acer2	Sgms2	10090.ENSMUSP00000040048	10090.ENSMUSP00000087713	0	0	0	0	0	0	0.900	0.621	0.960
Aco1	App	10090.ENSMUSP00000100038	10090.ENSMUSP00000005406	0	0	0	0	0.060	0	0	0.624	0.632
Aco1	Tfrc	10090.ENSMUSP00000100038	10090.ENSMUSP00000023486	0	0	0	0	0.061	0	0	0.838	0.841
Aco1	Slc11a2	10090.ENSMUSP00000100038	10090.ENSMUSP00000023774	0	0	0	0	0.050	0	0	0.844	0.845
Aco1	Epas1	10090.ENSMUSP00000100038	10090.ENSMUSP00000024954	0	0	0	0	0.061	0	0	0.666	0.673
Aco1	Fech	10090.ENSMUSP00000100038	10090.ENSMUSP00000025484	0	0	0	0	0	0	0	0.755	0.755
Aco1	Slc40a1	10090.ENSMUSP00000100038	10090.ENSMUSP00000027137	0	0	0	0	0	0	0	0.719	0.719
Aco1	Heph	10090.ENSMUSP00000100038	10090.ENSMUSP00000033553	0	0	0	0	0	0	0	0.661	0.661
Aco1	Slc25a37	10090.ENSMUSP00000100038	10090.ENSMUSP00000039990	0	0	0	0	0	0.158	0	0.722	0.756
Aco1	Iba57	10090.ENSMUSP00000100038	10090.ENSMUSP00000049823	0	0	0	0	0	0	0	0.569	0.569
Aco1	Hamp	10090.ENSMUSP00000100038	10090.ENSMUSP00000055404	0	0	0	0	0	0	0	0.736	0.736
Aco1	Ftl1	10090.ENSMUSP00000100038	10090.ENSMUSP00000092002	0	0	0	0	0	0.123	0	0.725	0.749
Aco1	Mdh1	10090.ENSMUSP00000100038	10090.ENSMUSP00000099938	0	0	0	0	0.164	0.059	0	0.515	0.585
Aco1	Steap3	10090.ENSMUSP00000100038	10090.ENSMUSP00000108260	0	0	0	0	0.061	0	0	0.579	0.587
Aco1	Alas1	10090.ENSMUSP00000100038	10090.ENSMUSP00000108143	0	0	0	0	0	0.064	0	0.674	0.682
Acsf2	Jcad	10090.ENSMUSP00000099453	10090.ENSMUSP00000038613	0	0	0	0	0	0	0	0.711	0.711
Acsl3	Fads1	10090.ENSMUSP00000045291	10090.ENSMUSP00000010807	0	0	0	0	0.099	0	0.900	0.331	0.934
Acsl3	Lpcat1	10090.ENSMUSP00000045291	10090.ENSMUSP00000022099	0	0	0	0	0	0	0	0.553	0.553
Acsl3	Pnpla3	10090.ENSMUSP00000045291	10090.ENSMUSP00000043826	0	0	0	0	0.062	0	0.600	0.180	0.665
Acsl3	Mgll	10090.ENSMUSP00000045291	10090.ENSMUSP00000109215	0	0	0	0	0.060	0	0.800	0.330	0.863
Acss1	Aldh3b2	10090.ENSMUSP00000028944	10090.ENSMUSP00000115356	0	0	0	0	0.139	0.072	0.650	0.216	0.751
Acss1	Hibadh	10090.ENSMUSP00000028944	10090.ENSMUSP00000031788	0	0	0	0	0.062	0	0.800	0.066	0.809
Acss1	Mlycd	10090.ENSMUSP00000028944	10090.ENSMUSP00000095970	0	0	0	0	0.062	0	0.800	0.095	0.815
Acss1	Hadh	10090.ENSMUSP00000028944	10090.ENSMUSP00000029610	0	0	0	0	0.149	0	0.800	0.235	0.858
Acta1	Col1a1	10090.ENSMUSP00000034453	10090.ENSMUSP00000001547	0	0	0	0	0.088	0	0	0.714	0.728
Acta1	Mkl2	10090.ENSMUSP00000034453	10090.ENSMUSP00000009713	0	0	0	0	0	0.345	0	0.371	0.570
Acta1	Smtn	10090.ENSMUSP00000034453	10090.ENSMUSP00000020721	0	0	0	0	0.061	0.197	0	0.587	0.662
Acta1	Mylk	10090.ENSMUSP00000034453	10090.ENSMUSP00000023538	0	0	0	0	0.062	0.242	0	0.568	0.666
Acta1	Vim	10090.ENSMUSP00000034453	10090.ENSMUSP00000028062	0	0	0	0	0.062	0.161	0	0.617	0.672
Acta1	Fbn1	10090.ENSMUSP00000034453	10090.ENSMUSP00000028633	0	0	0	0	0.056	0.092	0	0.570	0.599
Acta1	Col1a2	10090.ENSMUSP00000034453	10090.ENSMUSP00000031668	0	0	0	0	0.080	0	0	0.592	0.609
Acta1	Phactr2	10090.ENSMUSP00000034453	10090.ENSMUSP00000101185	0	0	0	0	0	0.543	0	0.059	0.551
Acta1	Fn1	10090.ENSMUSP00000034453	10090.ENSMUSP00000054499	0	0	0	0	0	0.072	0	0.592	0.605
Acta1	Mtss1l	10090.ENSMUSP00000034453	10090.ENSMUSP00000050211	0	0	0	0	0	0.629	0	0.058	0.635
Acta1	Myl9	10090.ENSMUSP00000034453	10090.ENSMUSP00000085913	0	0	0	0	0.080	0.316	0	0.526	0.676
Acta1	Tnnt2	10090.ENSMUSP00000034453	10090.ENSMUSP00000107717	0	0	0	0	0.332	0.135	0	0.505	0.689
Acta1	Tmod1	10090.ENSMUSP00000034453	10090.ENSMUSP00000103402	0	0	0	0	0.062	0.664	0	0.221	0.733
Acta1	Myh10	10090.ENSMUSP00000034453	10090.ENSMUSP00000099671	0	0	0	0	0.071	0.544	0	0.423	0.734
Acta1	Tagln	10090.ENSMUSP00000034453	10090.ENSMUSP00000034590	0	0	0	0	0.082	0.238	0	0.721	0.788
Acta1	Lmod1	10090.ENSMUSP00000034453	10090.ENSMUSP00000061597	0	0	0	0	0.066	0.665	0	0.403	0.796
Acta1	Fmnl3	10090.ENSMUSP00000034453	10090.ENSMUSP00000085566	0	0	0	0	0	0.800	0	0.169	0.826
Acta1	Myh11	10090.ENSMUSP00000034453	10090.ENSMUSP00000087756	0	0	0	0	0.071	0.355	0	0.760	0.843
Acta1	Mtss1	10090.ENSMUSP00000034453	10090.ENSMUSP00000079239	0	0	0	0	0	0.843	0	0.109	0.854
Acta1	Calm1	10090.ENSMUSP00000034453	10090.ENSMUSP00000105709	0	0	0	0	0.053	0.814	0	0.335	0.872
Acta2	Cdh1	10090.ENSMUSP00000048218	10090.ENSMUSP00000000312	0	0	0	0	0	0.079	0	0.588	0.604
Acta2	Col1a1	10090.ENSMUSP00000048218	10090.ENSMUSP00000001547	0	0	0	0	0.232	0	0	0.738	0.790
Acta2	Tgfb1	10090.ENSMUSP00000048218	10090.ENSMUSP00000002678	0	0	0	0	0	0.047	0	0.831	0.832
Acta2	Timp1	10090.ENSMUSP00000048218	10090.ENSMUSP00000009530	0	0	0	0	0.133	0	0	0.589	0.628
Acta2	Mkl2	10090.ENSMUSP00000048218	10090.ENSMUSP00000009713	0	0	0	0	0	0.345	0	0.403	0.592
Acta2	Csrp2	10090.ENSMUSP00000048218	10090.ENSMUSP00000020403	0	0	0	0	0.096	0.197	0	0.474	0.585
Acta2	Smtn	10090.ENSMUSP00000048218	10090.ENSMUSP00000020721	0	0	0	0	0.123	0.197	0	0.629	0.716
Acta2	Sorbs3	10090.ENSMUSP00000048218	10090.ENSMUSP00000022682	0	0	0	0	0.079	0.059	0.900	0	0.905
Acta2	Mylk	10090.ENSMUSP00000048218	10090.ENSMUSP00000023538	0	0	0	0	0.147	0.242	0.900	0.571	0.968
Acta2	Pdgfrb	10090.ENSMUSP00000048218	10090.ENSMUSP00000025522	0	0	0	0	0.159	0	0	0.558	0.612
Acta2	Vim	10090.ENSMUSP00000048218	10090.ENSMUSP00000028062	0	0	0	0	0.151	0.118	0	0.632	0.700
Acta2	Fbn1	10090.ENSMUSP00000048218	10090.ENSMUSP00000028633	0	0	0	0	0.206	0.092	0	0.598	0.685
Acta2	Fscn1	10090.ENSMUSP00000048218	10090.ENSMUSP00000031565	0	0	0	0	0.062	0.693	0	0.088	0.714
Acta2	Col1a2	10090.ENSMUSP00000048218	10090.ENSMUSP00000031668	0	0	0	0	0.229	0	0	0.620	0.695
Acta2	Tagln	10090.ENSMUSP00000048218	10090.ENSMUSP00000034590	0	0	0	0	0.618	0.238	0	0.740	0.918
Acta2	Serpine1	10090.ENSMUSP00000048218	10090.ENSMUSP00000039586	0	0	0	0	0.134	0	0	0.515	0.562
Acta2	Myl12b	10090.ENSMUSP00000048218	10090.ENSMUSP00000042364	0	0	0	0	0.090	0.316	0.900	0.154	0.940
Acta2	Phactr2	10090.ENSMUSP00000048218	10090.ENSMUSP00000101185	0	0	0	0	0	0.543	0	0.059	0.552
Acta2	Postn	10090.ENSMUSP00000048218	10090.ENSMUSP00000072773	0	0	0	0	0.211	0	0	0.499	0.588
Acta2	Mtss1l	10090.ENSMUSP00000048218	10090.ENSMUSP00000050211	0	0	0	0	0	0.629	0	0.058	0.635
Acta2	Actc1	10090.ENSMUSP00000048218	10090.ENSMUSP00000087736	0	0	0	0.987	0.100	0.682	0	0.327	0.702
Acta2	Calm1	10090.ENSMUSP00000048218	10090.ENSMUSP00000105709	0	0	0	0	0.053	0.627	0	0.238	0.707
Acta2	Fn1	10090.ENSMUSP00000048218	10090.ENSMUSP00000054499	0	0	0	0	0.105	0.072	0	0.699	0.728
Acta2	Mtss1	10090.ENSMUSP00000048218	10090.ENSMUSP00000079239	0	0	0	0	0	0.723	0	0.063	0.729
Acta2	Myh10	10090.ENSMUSP00000048218	10090.ENSMUSP00000099671	0	0	0	0	0.071	0.544	0	0.444	0.744
Acta2	Myl6	10090.ENSMUSP00000048218	10090.ENSMUSP00000128803	0	0	0	0	0.077	0.231	0.900	0.251	0.939
Acta2	Actg2	10090.ENSMUSP00000048218	10090.ENSMUSP00000074658	0	0	0	0.987	0.428	0	0.900	0.514	0.940
Acta2	Lmod1	10090.ENSMUSP00000048218	10090.ENSMUSP00000061597	0	0	0	0	0.219	0.446	0.900	0.394	0.970
Acta2	Myl9	10090.ENSMUSP00000048218	10090.ENSMUSP00000085913	0	0	0	0	0.678	0.316	0.800	0.478	0.974
Acta2	Myh11	10090.ENSMUSP00000048218	10090.ENSMUSP00000087756	0	0	0	0	0.394	0.355	0.900	0.793	0.990
Actc1	Col1a1	10090.ENSMUSP00000087736	10090.ENSMUSP00000001547	0	0	0	0	0.088	0	0	0.623	0.642
Actc1	Tbx5	10090.ENSMUSP00000087736	10090.ENSMUSP00000018407	0	0	0	0	0.062	0	0	0.591	0.600
Actc1	Myl4	10090.ENSMUSP00000087736	10090.ENSMUSP00000018800	0	0	0	0	0.121	0.231	0.800	0.534	0.928
Actc1	Tagln	10090.ENSMUSP00000087736	10090.ENSMUSP00000034590	0	0	0	0	0.085	0.238	0	0.560	0.667
Actc1	Mtss1l	10090.ENSMUSP00000087736	10090.ENSMUSP00000050211	0	0	0	0	0	0.629	0	0.058	0.635
Actc1	Tbx20	10090.ENSMUSP00000087736	10090.ENSMUSP00000052591	0	0	0	0	0.086	0	0	0.529	0.551
Actc1	Lmod1	10090.ENSMUSP00000087736	10090.ENSMUSP00000061597	0	0	0	0	0.057	0.446	0	0.239	0.567
Actc1	Pfn2	10090.ENSMUSP00000087736	10090.ENSMUSP00000068890	0	0	0	0	0.061	0.355	0	0.414	0.614
Actc1	Mtss1	10090.ENSMUSP00000087736	10090.ENSMUSP00000079239	0	0	0	0	0	0.723	0	0.063	0.729
Actc1	Myl9	10090.ENSMUSP00000087736	10090.ENSMUSP00000085913	0	0	0	0	0.101	0.316	0	0.329	0.551
Actc1	Phactr2	10090.ENSMUSP00000087736	10090.ENSMUSP00000101185	0	0	0	0	0	0.543	0	0.059	0.551
Actc1	Mef2c	10090.ENSMUSP00000087736	10090.ENSMUSP00000132547	0	0	0	0	0	0.122	0	0.542	0.581
Actc1	Calm1	10090.ENSMUSP00000087736	10090.ENSMUSP00000105709	0	0	0	0	0.053	0.627	0	0.236	0.706
Actc1	Myh11	10090.ENSMUSP00000087736	10090.ENSMUSP00000087756	0	0	0	0	0.091	0.355	0	0.558	0.718
Actc1	Myh10	10090.ENSMUSP00000087736	10090.ENSMUSP00000099671	0	0	0	0	0.071	0.682	0	0.249	0.758
Actc1	Tnnt2	10090.ENSMUSP00000087736	10090.ENSMUSP00000107717	0	0	0	0	0.465	0.135	0.800	0.732	0.971
Actg2	Sorbs3	10090.ENSMUSP00000074658	10090.ENSMUSP00000022682	0	0	0	0	0.052	0.059	0.900	0	0.903
Actg2	Mylk	10090.ENSMUSP00000074658	10090.ENSMUSP00000023538	0	0	0	0	0.162	0.242	0.900	0.511	0.964
Actg2	Tagln	10090.ENSMUSP00000074658	10090.ENSMUSP00000034590	0	0	0	0	0.432	0.238	0	0.538	0.782
Actg2	Myl12b	10090.ENSMUSP00000074658	10090.ENSMUSP00000042364	0	0	0	0	0.053	0.316	0.900	0.312	0.949
Actg2	Atp1b2	10090.ENSMUSP00000074658	10090.ENSMUSP00000047353	0	0	0	0	0.048	0.045	0	0.562	0.567
Actg2	Mtss1l	10090.ENSMUSP00000074658	10090.ENSMUSP00000050211	0	0	0	0	0	0.629	0	0.058	0.635
Actg2	Lmod1	10090.ENSMUSP00000074658	10090.ENSMUSP00000061597	0	0	0	0	0.150	0.446	0.900	0.300	0.962
Actg2	Phactr2	10090.ENSMUSP00000074658	10090.ENSMUSP00000101185	0	0	0	0	0	0.543	0	0.059	0.551
Actg2	Calm1	10090.ENSMUSP00000074658	10090.ENSMUSP00000105709	0	0	0	0	0.053	0.627	0	0.243	0.709
Actg2	Myh14	10090.ENSMUSP00000074658	10090.ENSMUSP00000103531	0	0	0	0	0.060	0.256	0.540	0.241	0.723
Actg2	Mtss1	10090.ENSMUSP00000074658	10090.ENSMUSP00000079239	0	0	0	0	0	0.723	0	0.140	0.751
Actg2	Myh10	10090.ENSMUSP00000074658	10090.ENSMUSP00000099671	0	0	0	0	0.071	0.544	0.540	0.291	0.843
